/*Owner & Copyrights: Vance King Saxbe. A.*/INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,BATAINDIA,26-Jul-2012,560,CE,0,0,0,293.35,292.35,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,580,CE,0,0,0,274.45,272.55,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,600,CE,0,0,0,255.8,252.75,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,620,CE,0,0,0,237.45,233,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,640,CE,0,0,0,219.55,213.3,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,660,CE,0,0,0,202.15,193.7,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,680,CE,0,0,0,185.3,174.3,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,700,CE,0,0,0,169.15,155.25,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,720,CE,0,0,0,153.65,136.7,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,740,CE,0,0,0,139,118.8,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,760,CE,0,0,0,125.15,101.85,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,780,CE,0,0,0,112.15,86.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,800,CE,0,0,0,32.65,71.55,0,0,1500,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,820,CE,0,0,0,24.25,58.5,0,0,2000,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,840,CE,24.7,35.15,24.7,35.15,35.15,3,13.07,2500,1000,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,860,CE,20.5,26.4,20.5,26.4,26.4,4,17.69,2000,1500,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,880,CE,0,0,0,60.8,28.9,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,900,CE,15,15,15,15,15,1,4.57,500,500,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,920,CE,0,0,0,46.2,16.65,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,940,CE,0,0,0,40.1,12.3,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,960,CE,0,0,0,34.65,8.95,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,980,CE,0,0,0,29.85,6.4,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1000,CE,0,0,0,25.65,4.5,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1020,CE,0,0,0,21.9,3.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1040,CE,0,0,0,18.7,2.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1060,CE,0,0,0,15.9,1.45,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1080,CE,0,0,0,13.5,0.95,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1100,CE,0,0,0,11.4,0.65,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1120,CE,0,0,0,9.65,0.45,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,440,PE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,460,PE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,480,PE,0,0,0,0.1,0,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,500,PE,0,0,0,0.2,0,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,520,PE,0,0,0,0.35,0,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,540,PE,0,0,0,0.65,0,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,560,PE,0,0,0,1.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,580,PE,0,0,0,1.65,0.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,600,PE,0,0,0,2.6,0.05,0,0,500,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,620,PE,0,0,0,3.75,0.1,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,640,PE,0,0,0,3.9,0.2,0,0,500,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,660,PE,0,0,0,7.45,0.45,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,680,PE,0,0,0,10.15,0.85,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,700,PE,0,0,0,13.5,1.6,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,720,PE,0,0,0,17.55,2.9,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,740,PE,0,0,0,22.4,4.85,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,760,PE,0,0,0,28.1,7.7,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,780,PE,0,0,0,34.6,11.7,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,800,PE,24.75,24.75,16.6,16.6,16.6,7,28.81,3000,3000,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,820,PE,0,0,0,50.45,23.8,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,840,PE,0,0,0,59.7,32.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,860,PE,0,0,0,69.85,42.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,880,PE,0,0,0,80.9,53.65,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,900,PE,0,0,0,92.75,66.65,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,920,PE,0,0,0,105.4,81,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,940,PE,0,0,0,118.75,96.45,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,960,PE,0,0,0,132.85,112.95,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,980,PE,0,0,0,147.6,130.2,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1000,PE,0,0,0,162.9,148.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1020,PE,0,0,0,178.75,166.6,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1040,PE,0,0,0,195.05,185.45,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1060,PE,0,0,0,211.75,204.55,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1080,PE,0,0,0,228.9,223.9,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1100,PE,0,0,0,246.3,243.4,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,26-Jul-2012,1120,PE,0,0,0,264.05,263,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,480,CE,0,0,0,409.6,376,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,500,CE,0,0,0,390.1,356.35,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,520,CE,0,0,0,370.6,336.75,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,540,CE,0,0,0,351.1,317.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,560,CE,0,0,0,331.7,297.6,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,580,CE,0,0,0,312.35,278.1,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,600,CE,0,0,0,293.1,258.7,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,620,CE,0,0,0,274,239.5,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,640,CE,0,0,0,255.1,220.55,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,660,CE,0,0,0,236.45,201.95,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,680,CE,0,0,0,218.2,183.75,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,700,CE,0,0,0,200.4,166.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,720,CE,0,0,0,183.1,149.2,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,740,CE,0,0,0,166.45,133.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,760,CE,0,0,0,150.5,117.75,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,780,CE,0,0,0,135.35,103.45,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,800,CE,0,0,0,121.05,90.2,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,820,CE,0,0,0,107.65,78.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,840,CE,0,0,0,95.2,67.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,860,CE,0,0,0,83.75,57.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,880,CE,0,0,0,73.3,48.4,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,900,CE,0,0,0,63.75,40.65,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,920,CE,0,0,0,55.2,33.9,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,940,CE,0,0,0,47.55,28.1,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,960,CE,0,0,0,40.75,23.15,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,980,CE,0,0,0,34.75,18.95,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1000,CE,0,0,0,29.5,15.4,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1020,CE,0,0,0,24.95,12.45,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1040,CE,0,0,0,21,10,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1060,CE,0,0,0,17.55,7.95,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1080,CE,0,0,0,14.65,6.35,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1100,CE,0,0,0,12.2,5,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1120,CE,0,0,0,10.1,3.95,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,480,PE,0,0,0,0.05,0.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,500,PE,0,0,0,0.05,0.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,520,PE,0,0,0,0.05,0.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,540,PE,0,0,0,0.1,0.1,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,560,PE,0,0,0,0.2,0.2,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,580,PE,0,0,0,0.35,0.35,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,600,PE,0,0,0,0.65,0.6,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,620,PE,0,0,0,1.05,1.05,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,640,PE,0,0,0,1.65,1.7,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,660,PE,0,0,0,2.55,2.75,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,680,PE,0,0,0,3.8,4.2,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,700,PE,0,0,0,5.5,6.2,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,720,PE,0,0,0,7.75,8.9,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,740,PE,0,0,0,10.6,12.35,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,760,PE,0,0,0,14.2,16.7,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,780,PE,0,0,0,18.55,22.1,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,800,PE,0,0,0,23.8,28.45,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,820,PE,0,0,0,29.9,35.95,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,840,PE,0,0,0,37,44.6,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,860,PE,0,0,0,45.05,54.35,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,880,PE,0,0,0,54.1,65.2,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,900,PE,0,0,0,64.1,77.1,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,920,PE,0,0,0,75.05,90,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,940,PE,0,0,0,86.9,103.8,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,960,PE,0,0,0,99.6,118.5,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,980,PE,0,0,0,113.15,133.9,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1000,PE,0,0,0,127.45,150,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1020,PE,0,0,0,142.4,166.7,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1040,PE,0,0,0,157.9,183.9,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1060,PE,0,0,0,174.05,201.5,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1080,PE,0,0,0,190.65,219.5,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1100,PE,0,0,0,207.7,237.8,0,0,0,0,21-JUN-2012,
OPTSTK,BATAINDIA,30-Aug-2012,1120,PE,0,0,0,225.1,256.4,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,700,CE,0,0,0,807.4,584.35,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,750,CE,0,0,0,758.75,534.45,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,800,CE,0,0,0,710.15,484.55,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,850,CE,0,0,0,661.55,434.65,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,900,CE,0,0,0,612.9,384.75,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,950,CE,0,0,0,564.35,334.8,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1000,CE,0,0,0,515.85,284.9,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1050,CE,0,0,0,467.55,235,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1100,CE,0,0,0,203.7,185.1,0,0,250,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1150,CE,0,0,0,372.45,135.25,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1200,CE,0,0,0,326.45,86.45,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1250,CE,0,0,0,282.2,43.7,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1300,CE,0,0,0,240.3,15.4,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1350,CE,0,0,0,201.4,3.5,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1400,CE,0,0,0,165.95,0.5,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1450,CE,0,0,0,134.5,0.05,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1500,CE,0,0,0,107.15,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1550,CE,0,0,0,83.9,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1600,CE,0,0,0,64.6,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1650,CE,0,0,0,48.95,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1700,CE,0,0,0,36.6,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1750,CE,0,0,0,26.85,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1800,CE,0,0,0,19.45,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1850,CE,0,0,0,13.9,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1900,CE,0,0,0,9.8,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1950,CE,0,0,0,6.85,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2000,CE,0,0,0,4.7,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2050,CE,0,0,0,3.2,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2100,CE,0,0,0,2.15,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2150,CE,0,0,0,1.45,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2200,CE,0,0,0,0.95,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2250,CE,0,0,0,0.65,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2300,CE,0,0,0,0.4,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2350,CE,0,0,0,0.3,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,700,PE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,750,PE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,800,PE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,850,PE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,900,PE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,950,PE,0,0,0,0.1,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1000,PE,0,0,0,0.2,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1050,PE,0,0,0,0.5,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1100,PE,0,0,0,1.25,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1150,PE,0,0,0,2.7,0.1,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1200,PE,0,0,0,5.3,1.2,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1250,PE,0,0,0,9.7,8.35,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1300,PE,0,0,0,16.4,30,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1350,PE,0,0,0,26.1,68,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1400,PE,0,0,0,39.3,114.9,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1450,PE,0,0,0,56.45,164.35,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1500,PE,0,0,0,77.7,214.25,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1550,PE,0,0,0,103.1,264.15,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1600,PE,0,0,0,132.45,314.05,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1650,PE,0,0,0,165.4,363.95,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1700,PE,0,0,0,201.7,413.85,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1750,PE,0,0,0,240.55,463.8,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1800,PE,0,0,0,281.8,513.7,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1850,PE,0,0,0,324.85,563.6,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1900,PE,0,0,0,369.4,613.5,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,1950,PE,0,0,0,415.05,663.45,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2000,PE,0,0,0,461.55,713.35,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2050,PE,0,0,0,508.65,763.25,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2100,PE,0,0,0,556.25,813.15,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2150,PE,0,0,0,604.15,863.05,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2200,PE,0,0,0,652.3,913,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2250,PE,0,0,0,700.6,962.9,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2300,PE,0,0,0,749,1012.8,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,28-Jun-2012,2350,PE,0,0,0,797.45,1062.7,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,700,CE,0,0,0,780.05,589.5,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,750,CE,0,0,0,731.25,539.95,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,800,CE,0,0,0,682.4,490.4,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,850,CE,0,0,0,633.6,440.85,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,900,CE,0,0,0,584.8,391.3,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,950,CE,0,0,0,535.95,341.8,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1000,CE,0,0,0,487.15,292.35,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1050,CE,0,0,0,438.45,243.2,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1100,CE,0,0,0,389.9,195.15,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1150,CE,0,0,0,341.75,149.45,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1200,CE,0,0,0,294.5,108.2,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1250,CE,0,0,0,248.8,73.4,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1300,CE,0,0,0,205.5,46.35,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1350,CE,0,0,0,165.55,27.15,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1400,CE,0,0,0,129.85,14.75,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1450,CE,0,0,0,99,7.45,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1500,CE,0,0,0,73.35,3.5,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1550,CE,0,0,0,52.75,1.55,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1600,CE,0,0,0,36.9,0.65,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1650,CE,0,0,0,25.1,0.25,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1700,CE,0,0,0,16.65,0.1,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1750,CE,0,0,0,10.7,0.05,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1800,CE,0,0,0,6.75,0.05,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1850,CE,0,0,0,4.15,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1900,CE,0,0,0,2.5,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,1950,CE,0,0,0,1.45,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,2000,CE,0,0,0,0.85,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,2050,CE,0,0,0,0.5,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,2100,CE,0,0,0,0.3,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,2150,CE,0,0,0,0.15,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,2200,CE,0,0,0,0.1,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,2250,CE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,2300,CE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,2350,CE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
OPTSTK,BEL,26-Jul-2012,700,PE,0,0,0,0.05,0,0,0,0,0,21-JUN-2012,
