/*Owner & Copyrights: Vance King Saxbe. A.*/INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,28-Jun-2012,0,XX,9761,10057,9746,10036.7,10036.7,107460,265941.42,2535200,-6275,21-JUN-2012,
FUTIDX,BANKNIFTY,26-Jul-2012,0,XX,9779.3,10069,9763.3,10043.45,10043.45,12098,30031.79,384425,137525,21-JUN-2012,
FUTIDX,BANKNIFTY,30-Aug-2012,0,XX,9814.15,10070,9775,10050.7,10050.7,434,1078.42,11875,4575,21-JUN-2012,
FUTIDX,CNXINFRA,28-Jun-2012,0,XX,0,0,0,2523.8,2362.85,0,0,0,0,21-JUN-2012,
FUTIDX,CNXINFRA,26-Jul-2012,0,XX,0,0,0,2405.35,2380.3,0,0,0,0,21-JUN-2012,
FUTIDX,CNXINFRA,30-Aug-2012,0,XX,0,0,0,2240.45,2402.15,0,0,0,0,21-JUN-2012,
FUTIDX,CNXIT,28-Jun-2012,0,XX,6040,6076.95,5983.2,6063.6,6063.6,140,421.08,4600,-700,21-JUN-2012,
FUTIDX,CNXIT,26-Jul-2012,0,XX,6060,6080,6022.05,6077.05,6077.05,18,54.48,1550,400,21-JUN-2012,
FUTIDX,CNXIT,30-Aug-2012,0,XX,0,0,0,6157.15,6154.95,0,0,0,0,21-JUN-2012,
FUTIDX,CNXPSE,28-Jun-2012,0,XX,0,0,0,2896.2,2824.15,0,0,0,0,21-JUN-2012,
FUTIDX,CNXPSE,26-Jul-2012,0,XX,0,0,0,2887.65,2845,0,0,0,0,21-JUN-2012,
FUTIDX,CNXPSE,30-Aug-2012,0,XX,0,0,0,2725.35,2871.1,0,0,0,0,21-JUN-2012,
FUTIDX,DJIA,20-Jul-2012,0,XX,12740,12752.5,12700,12747.5,12747.5,1196,3805.45,50450,-3825,21-JUN-2012,
FUTIDX,DJIA,17-Aug-2012,0,XX,0,0,0,12742.5,13017.5,0,0,0,0,21-JUN-2012,
FUTIDX,DJIA,21-Sep-2012,0,XX,0,0,0,12585,13137.5,0,0,0,0,21-JUN-2012,
FUTIDX,DJIA,21-Dec-2012,0,XX,0,0,0,13090,13455,0,0,0,0,21-JUN-2012,
FUTIDX,DJIA,15-Mar-2013,0,XX,0,0,0,14825,13752.5,0,0,0,0,21-JUN-2012,
FUTIDX,DJIA,21-Jun-2013,0,XX,0,0,0,13947.5,14110,0,0,0,0,21-JUN-2012,
FUTIDX,FTSE100,20-Jul-2012,0,XX,5575,5583,5555,5577,5577,1381,3847.3,301550,10100,21-JUN-2012,
FUTIDX,FTSE100,17-Aug-2012,0,XX,0,0,0,5445,5677,0,0,192500,0,21-JUN-2012,
FUTIDX,FTSE100,21-Sep-2012,0,XX,0,0,0,6010,5729,0,0,0,0,21-JUN-2012,
FUTIDX,FTSE100,21-Dec-2012,0,XX,0,0,0,6156,5867,0,0,0,0,21-JUN-2012,
FUTIDX,FTSE100,15-Mar-2013,0,XX,0,0,0,6295,5997,0,0,0,0,21-JUN-2012,
FUTIDX,FTSE100,21-Jun-2013,0,XX,0,0,0,6003,6153,0,0,0,0,21-JUN-2012,
FUTIDX,MINIFTY,28-Jun-2012,0,XX,5107,5178.95,5091,5173.4,5173.4,39026,40033.27,853240,51160,21-JUN-2012,
FUTIDX,MINIFTY,26-Jul-2012,0,XX,5125.1,5196,5111.15,5191.25,5191.25,5438,5605.49,273560,32860,21-JUN-2012,
FUTIDX,MINIFTY,30-Aug-2012,0,XX,5150,5221,5139,5215.85,5215.85,1036,1072.53,114100,11220,21-JUN-2012,
FUTIDX,NFTYMCAP50,28-Jun-2012,0,XX,0,0,0,2301.65,2064.05,0,0,0,0,21-JUN-2012,
FUTIDX,NFTYMCAP50,26-Jul-2012,0,XX,0,0,0,2078,2079.3,0,0,900,0,21-JUN-2012,
FUTIDX,NFTYMCAP50,30-Aug-2012,0,XX,0,0,0,2033.55,2098.4,0,0,0,0,21-JUN-2012,
FUTIDX,NIFTY,28-Jun-2012,0,XX,5109.95,5178.5,5092.05,5173.85,5173.85,310348,796253.56,17351400,807150,21-JUN-2012,
FUTIDX,NIFTY,26-Jul-2012,0,XX,5125.15,5197,5111,5191.65,5191.65,38154,98343.11,4535950,924850,21-JUN-2012,
FUTIDX,NIFTY,30-Aug-2012,0,XX,5144.55,5225,5139,5218.85,5218.85,2460,6370.67,889850,37450,21-JUN-2012,
FUTIDX,S&P500,20-Jul-2012,0,XX,1344.25,1350.25,1344,1349.5,1349.5,167,562.21,164750,-4000,21-JUN-2012,
FUTIDX,S&P500,17-Aug-2012,0,XX,0,0,0,1348,1376.25,0,0,1000,0,21-JUN-2012,
FUTIDX,S&P500,21-Sep-2012,0,XX,0,0,0,1331,1388.75,0,0,0,0,21-JUN-2012,
FUTIDX,S&P500,21-Dec-2012,0,XX,0,0,0,1340.75,1422.25,0,0,0,0,21-JUN-2012,
FUTIDX,S&P500,15-Mar-2013,0,XX,0,0,0,1569,1453.75,0,0,0,0,21-JUN-2012,
FUTIDX,S&P500,21-Jun-2013,0,XX,0,0,0,1465,1491.5,0,0,0,0,21-JUN-2012,
FUTSTK,ABAN,28-Jun-2012,0,XX,326,330.8,320.15,322.85,322.85,522,852,2754500,-107000,21-JUN-2012,
FUTSTK,ABAN,26-Jul-2012,0,XX,319.7,322.8,309.25,312.6,312.6,298,472.88,800000,31500,21-JUN-2012,
FUTSTK,ABAN,30-Aug-2012,0,XX,0,0,0,330.25,359.25,0,0,10500,0,21-JUN-2012,
FUTSTK,ABB,28-Jun-2012,0,XX,778.95,805.5,778.95,799.95,799.95,348,693.52,177250,12750,21-JUN-2012,
FUTSTK,ABB,26-Jul-2012,0,XX,784,807,784,805.85,805.85,45,89.47,12500,9250,21-JUN-2012,
FUTSTK,ABB,30-Aug-2012,0,XX,0,0,0,752.3,813.65,0,0,0,0,21-JUN-2012,
FUTSTK,ABGSHIP,28-Jun-2012,0,XX,382,382,382,382,382,5,19.1,3787000,-5000,21-JUN-2012,
FUTSTK,ABIRLANUVO,28-Jun-2012,0,XX,786,813,785.55,799.55,799.55,928,1864.46,388500,37750,21-JUN-2012,
FUTSTK,ABIRLANUVO,26-Jul-2012,0,XX,807.8,819.75,801.15,805.55,805.55,130,263.25,26000,18500,21-JUN-2012,
FUTSTK,ABIRLANUVO,30-Aug-2012,0,XX,0,0,0,769.5,810.7,0,0,0,0,21-JUN-2012,
FUTSTK,ACC,28-Jun-2012,0,XX,1243.25,1258,1228.2,1253.7,1253.7,5200,16168.91,1516000,-143250,21-JUN-2012,
FUTSTK,ACC,26-Jul-2012,0,XX,1241.35,1253.75,1225,1250,1250,517,1604.47,267750,35500,21-JUN-2012,
FUTSTK,ACC,30-Aug-2012,0,XX,0,0,0,1247.55,1276.85,0,0,28000,0,21-JUN-2012,
FUTSTK,ADANIENT,28-Jun-2012,0,XX,215,220.5,214,219.5,219.5,3657,3979.29,4592000,265000,21-JUN-2012,
FUTSTK,ADANIENT,26-Jul-2012,0,XX,217.2,222,216,221.2,221.2,534,1171.87,775000,292000,21-JUN-2012,
FUTSTK,ADANIENT,30-Aug-2012,0,XX,0,0,0,215,222.45,0,0,2000,0,21-JUN-2012,
FUTSTK,ADANIPORTS,28-Jun-2012,0,XX,117.4,118.5,116,117.95,117.95,2486,5819.46,6466000,26000,21-JUN-2012,
FUTSTK,ADANIPORTS,26-Jul-2012,0,XX,116.4,118.3,115.75,117.85,117.85,2335,5436.02,3936000,2258000,21-JUN-2012,
FUTSTK,ADANIPORTS,30-Aug-2012,0,XX,0,0,0,126.5,119.75,0,0,0,0,21-JUN-2012,
FUTSTK,ADANIPOWER,28-Jun-2012,0,XX,46.1,46.7,45.9,46.55,46.55,641,1188.57,13808000,-752000,21-JUN-2012,
FUTSTK,ADANIPOWER,26-Jul-2012,0,XX,46.65,47.1,46.4,46.95,46.95,302,565.9,1944000,924000,21-JUN-2012,
FUTSTK,ADANIPOWER,30-Aug-2012,0,XX,0,0,0,48.5,47.35,0,0,0,0,21-JUN-2012,
FUTSTK,ALBK,28-Jun-2012,0,XX,142.7,148.25,141.7,147.85,147.85,1389,4046.57,3498000,-60000,21-JUN-2012,
FUTSTK,ALBK,26-Jul-2012,0,XX,144.15,149.5,143.1,149.05,149.05,107,313.84,318000,70000,21-JUN-2012,
FUTSTK,ALBK,30-Aug-2012,0,XX,0,0,0,134.1,150.25,0,0,0,0,21-JUN-2012,
FUTSTK,ALOKTEXT,28-Jun-2012,0,XX,18,18.2,17.9,18.15,18.15,1548,3065.49,60467000,-13112000,21-JUN-2012,
FUTSTK,ALOKTEXT,26-Jul-2012,0,XX,18.2,18.5,18.1,18.4,18.4,1527,2775.15,31710000,14310000,21-JUN-2012,
FUTSTK,ALOKTEXT,30-Aug-2012,0,XX,18.2,18.25,18.15,18.3,18.3,6,10.94,160000,30000,21-JUN-2012,
FUTSTK,AMBUJACEM,28-Jun-2012,0,XX,168.95,171.6,167.5,171.05,171.05,2900,9839.73,17356000,202000,21-JUN-2012,
FUTSTK,AMBUJACEM,26-Jul-2012,0,XX,166.9,169.7,165.65,169.1,169.1,443,1484.2,2846000,364000,21-JUN-2012,
FUTSTK,AMBUJACEM,30-Aug-2012,0,XX,164.35,164.35,164.35,164.35,175.2,1,3.28,434000,-2000,21-JUN-2012,
FUTSTK,ANDHRABANK,28-Jun-2012,0,XX,109.4,112.8,109.3,112.4,112.4,222,494.65,712000,8000,21-JUN-2012,
FUTSTK,ANDHRABANK,26-Jul-2012,0,XX,110,113.6,110,113.4,113.4,16,35.88,58000,8000,21-JUN-2012,
FUTSTK,ANDHRABANK,30-Aug-2012,0,XX,0,0,0,106.8,119.8,0,0,0,0,21-JUN-2012,
FUTSTK,APIL,28-Jun-2012,0,XX,376.4,378.95,373.1,375.3,375.3,270,507.76,640500,-10000,21-JUN-2012,
FUTSTK,APIL,26-Jul-2012,0,XX,368,370.35,367.6,368.5,368.5,20,73.83,39000,4000,21-JUN-2012,
FUTSTK,APIL,30-Aug-2012,0,XX,0,0,0,352.3,381.2,0,0,1000,0,21-JUN-2012,
FUTSTK,APOLLOTYRE,28-Jun-2012,0,XX,76.75,79.55,76.15,79,79,1423,4415.58,7456000,-248000,21-JUN-2012,
FUTSTK,APOLLOTYRE,26-Jul-2012,0,XX,77.7,80.15,76.65,79.45,79.45,69,216.2,480000,56000,21-JUN-2012,
FUTSTK,APOLLOTYRE,30-Aug-2012,0,XX,0,0,0,77,80.25,0,0,16000,0,21-JUN-2012,
FUTSTK,ARVIND,28-Jun-2012,0,XX,71.15,72.2,70.15,71.25,71.25,628,1786.66,3568000,96000,21-JUN-2012,
FUTSTK,ARVIND,26-Jul-2012,0,XX,71.75,72.4,70.7,71.65,71.65,85,242.73,632000,172000,21-JUN-2012,
FUTSTK,ARVIND,30-Aug-2012,0,XX,0,0,0,72.1,72.25,0,0,8000,0,21-JUN-2012,
FUTSTK,ASHOKLEY,28-Jun-2012,0,XX,25.05,25.6,25.05,25.4,25.4,397,804.4,9072000,224000,21-JUN-2012,
FUTSTK,ASHOKLEY,26-Jul-2012,0,XX,24.35,24.75,24.3,24.55,24.55,184,360.81,4896000,784000,21-JUN-2012,
FUTSTK,ASHOKLEY,30-Aug-2012,0,XX,24.85,24.85,24.85,24.85,24.85,1,1.98,32000,8000,21-JUN-2012,
FUTSTK,ASIANPAINT,28-Jun-2012,0,XX,3919.85,3925.5,3861.05,3914.5,3914.5,597,2907.1,195125,-1375,21-JUN-2012,
FUTSTK,ASIANPAINT,26-Jul-2012,0,XX,3909.2,3950,3884.05,3940.8,3940.8,234,1146.07,44500,21000,21-JUN-2012,
FUTSTK,ASIANPAINT,30-Aug-2012,0,XX,0,0,0,3883.9,3968.65,0,0,250,0,21-JUN-2012,
FUTSTK,AUROPHARMA,28-Jun-2012,0,XX,106.9,109.25,106.8,108.75,108.75,409,885.1,2652000,-64000,21-JUN-2012,
FUTSTK,AUROPHARMA,26-Jul-2012,0,XX,108.2,110.05,108.2,109.9,109.9,60,131.22,792000,44000,21-JUN-2012,
FUTSTK,AUROPHARMA,30-Aug-2012,0,XX,0,0,0,111.55,110.25,0,0,2000,0,21-JUN-2012,
FUTSTK,AXISBANK,28-Jun-2012,0,XX,998.85,1029,995.55,1026.05,1026.05,14611,36996.67,5553250,-229000,21-JUN-2012,
FUTSTK,AXISBANK,26-Jul-2012,0,XX,1004.5,1020.1,987.85,1017.7,1017.7,4022,10124.64,2021000,532500,21-JUN-2012,
FUTSTK,AXISBANK,30-Aug-2012,0,XX,987,1016.3,987,1016.3,1016.3,23,57.77,163500,750,21-JUN-2012,
FUTSTK,BAJAJ-AUTO,28-Jun-2012,0,XX,1536.55,1548.85,1522.05,1542.8,1542.8,3125,5995.16,1023875,49000,21-JUN-2012,
FUTSTK,BAJAJ-AUTO,26-Jul-2012,0,XX,1504.85,1514.75,1489.3,1508.4,1508.4,946,1778,208875,68000,21-JUN-2012,
FUTSTK,BAJAJ-AUTO,30-Aug-2012,0,XX,1515,1516,1515,1516,1564.65,2,3.78,625,250,21-JUN-2012,
FUTSTK,BAJAJHIND,28-Jun-2012,0,XX,27.55,28.2,27.4,28.05,28.05,433,964.56,20432000,-536000,21-JUN-2012,
FUTSTK,BAJAJHIND,26-Jul-2012,0,XX,27.75,28.4,27.65,28.3,28.3,157,352.55,3128000,784000,21-JUN-2012,
FUTSTK,BAJAJHIND,30-Aug-2012,0,XX,28.5,28.5,28.5,28.5,28.55,4,9.02,64000,8000,21-JUN-2012,
FUTSTK,BAJAJHLDNG,28-Jun-2012,0,XX,0,0,0,768.1,770,0,0,20000,0,21-JUN-2012,
FUTSTK,BAJAJHLDNG,26-Jul-2012,0,XX,0,0,0,760,775.7,0,0,1000,0,21-JUN-2012,
FUTSTK,BAJAJHLDNG,30-Aug-2012,0,XX,0,0,0,806.9,782.8,0,0,0,0,21-JUN-2012,
FUTSTK,BALRAMCHIN,28-Jun-2012,0,XX,49.5,49.5,48.75,49.05,49.05,117,229.61,13516000,92000,21-JUN-2012,
FUTSTK,BALRAMCHIN,26-Jul-2012,0,XX,49.7,49.7,49.4,49.45,49.45,12,23.76,212000,48000,21-JUN-2012,
FUTSTK,BALRAMCHIN,30-Aug-2012,0,XX,0,0,0,50.85,49.7,0,0,0,0,21-JUN-2012,
FUTSTK,BANKBARODA,28-Jun-2012,0,XX,679.25,705,673.05,702,702,2799,4831.39,2007500,4500,21-JUN-2012,
FUTSTK,BANKBARODA,26-Jul-2012,0,XX,681.65,708.95,678.9,706,706,659,1145.96,290750,80250,21-JUN-2012,
FUTSTK,BANKBARODA,30-Aug-2012,0,XX,0,0,0,715,712.15,0,0,500,0,21-JUN-2012,
FUTSTK,BANKINDIA,28-Jun-2012,0,XX,331,342.55,330.25,342.2,342.2,1021,3447.14,2855000,-34000,21-JUN-2012,
FUTSTK,BANKINDIA,26-Jul-2012,0,XX,334.9,343.5,333.5,342.95,342.95,257,868.77,711000,66000,21-JUN-2012,
FUTSTK,BANKINDIA,30-Aug-2012,0,XX,0,0,0,349.3,347.75,0,0,0,0,21-JUN-2012,
FUTSTK,BATAINDIA,28-Jun-2012,0,XX,817,852,804.2,848.3,848.3,5505,22820.68,1177000,93500,21-JUN-2012,
FUTSTK,BATAINDIA,26-Jul-2012,0,XX,822,855.6,808.1,851.8,851.8,415,1726.98,154500,52500,21-JUN-2012,
FUTSTK,BATAINDIA,30-Aug-2012,0,XX,0,0,0,832,862.9,0,0,1000,0,21-JUN-2012,
FUTSTK,BEL,28-Jun-2012,0,XX,1272,1292,1265.5,1287.05,1287.05,120,384.48,56500,1750,21-JUN-2012,
FUTSTK,BEL,26-Jul-2012,0,XX,1297.3,1300,1285,1298,1298,11,35.58,1750,1500,21-JUN-2012,
FUTSTK,BEL,30-Aug-2012,0,XX,0,0,0,1275.2,1306.8,0,0,0,0,21-JUN-2012,
FUTSTK,BEML,28-Jun-2012,0,XX,381.5,387,377.5,381.45,381.45,491,940.11,360500,-5500,21-JUN-2012,
FUTSTK,BEML,26-Jul-2012,0,XX,383.8,389.9,382.05,385.05,385.05,82,158.04,47000,17500,21-JUN-2012,
FUTSTK,BEML,30-Aug-2012,0,XX,0,0,0,381.05,388.65,0,0,2000,0,21-JUN-2012,
FUTSTK,BFUTILITIE,28-Jun-2012,0,XX,394.95,409.65,390.6,407.75,407.75,1321,2654.9,759000,103000,21-JUN-2012,
FUTSTK,BFUTILITIE,26-Jul-2012,0,XX,394.25,412,394.25,411,411,6,24.26,14000,4000,21-JUN-2012,
FUTSTK,BFUTILITIE,30-Aug-2012,0,XX,0,0,0,382,413.2,0,0,0,0,21-JUN-2012,
FUTSTK,BGRENERGY,28-Jun-2012,0,XX,291.65,297.4,290.15,296.2,296.2,1687,4978.52,1223000,43000,21-JUN-2012,
FUTSTK,BGRENERGY,26-Jul-2012,0,XX,292.8,295.9,291.4,295.25,295.25,112,329.13,133000,38000,21-JUN-2012,
FUTSTK,BGRENERGY,30-Aug-2012,0,XX,0,0,0,276,300.3,0,0,2000,0,21-JUN-2012,
FUTSTK,BHARATFORG,28-Jun-2012,0,XX,300.05,304.65,300.05,303.55,303.55,413,1249.56,2195000,-95000,21-JUN-2012,
FUTSTK,BHARATFORG,26-Jul-2012,0,XX,303.3,305.85,302.4,304.8,304.8,28,85.08,303000,10000,21-JUN-2012,
FUTSTK,BHARATFORG,30-Aug-2012,0,XX,0,0,0,320.25,309.65,0,0,0,0,21-JUN-2012,
FUTSTK,BHARTIARTL,28-Jun-2012,0,XX,311.5,314.65,310,313,313,2838,8867.93,8140000,-87000,21-JUN-2012,
FUTSTK,BHARTIARTL,26-Jul-2012,0,XX,315.1,317.1,312.65,315.3,315.3,1080,3402.42,1744000,816000,21-JUN-2012,
FUTSTK,BHARTIARTL,30-Aug-2012,0,XX,0,0,0,317.6,317.4,0,0,28000,0,21-JUN-2012,
FUTSTK,BHEL,28-Jun-2012,0,XX,216.2,224.8,216.2,223.8,223.8,20162,44644.81,18017000,-2631000,21-JUN-2012,
FUTSTK,BHEL,26-Jul-2012,0,XX,217.75,224.8,217.6,223.8,223.8,8568,18965.75,6848000,2823000,21-JUN-2012,
FUTSTK,BHEL,30-Aug-2012,0,XX,219.5,225.35,219.5,224,224,161,358.29,300000,85000,21-JUN-2012,
FUTSTK,BHUSANSTL,28-Jun-2012,0,XX,454.5,461,453.5,459.05,459.05,90,411.8,517000,7000,21-JUN-2012,
FUTSTK,BHUSANSTL,26-Jul-2012,0,XX,0,0,0,453.5,463.35,5,22.62,16000,5000,21-JUN-2012,
FUTSTK,BHUSANSTL,30-Aug-2012,0,XX,0,0,0,451.15,467.6,0,0,0,0,21-JUN-2012,
FUTSTK,BIOCON,28-Jun-2012,0,XX,217.75,226.5,217.75,225.65,225.65,1162,2603.85,1899000,-16000,21-JUN-2012,
FUTSTK,BIOCON,26-Jul-2012,0,XX,216.05,223.9,215.9,223.1,223.1,234,518.16,366000,97000,21-JUN-2012,
FUTSTK,BIOCON,30-Aug-2012,0,XX,0,0,0,226,228.6,0,0,0,0,21-JUN-2012,
FUTSTK,BOMDYEING,28-Jun-2012,0,XX,493.95,511.6,488.8,507.3,507.3,2559,6391.88,618000,85500,21-JUN-2012,
FUTSTK,BOMDYEING,26-Jul-2012,0,XX,497.5,515.25,494,510.65,510.65,69,173.93,29500,2500,21-JUN-2012,
FUTSTK,BOMDYEING,30-Aug-2012,0,XX,0,0,0,493,514.55,0,0,0,0,21-JUN-2012,
FUTSTK,BOSCHLTD,28-Jun-2012,0,XX,0,0,0,8917.5,8912.95,0,0,3375,0,21-JUN-2012,
FUTSTK,BOSCHLTD,26-Jul-2012,0,XX,0,0,0,8730,8978.75,0,0,125,0,21-JUN-2012,
FUTSTK,BOSCHLTD,30-Aug-2012,0,XX,0,0,0,8334.45,9061.25,0,0,125,0,21-JUN-2012,
FUTSTK,BPCL,28-Jun-2012,0,XX,764.5,775.45,763.35,766.5,766.5,3062,11779.27,1166000,32000,21-JUN-2012,
FUTSTK,BPCL,26-Jul-2012,0,XX,768,778.5,767.85,771.05,771.05,308,1191.02,149500,41500,21-JUN-2012,
FUTSTK,BPCL,30-Aug-2012,0,XX,0,0,0,750,777.65,0,0,500,0,21-JUN-2012,
FUTSTK,BRFL,28-Jun-2012,0,XX,0,0,0,243.6,242.35,0,0,230000,0,21-JUN-2012,
FUTSTK,CAIRN,28-Jun-2012,0,XX,328,328.1,323,326.15,326.15,2370,7721,11670000,-132000,21-JUN-2012,
FUTSTK,CAIRN,26-Jul-2012,0,XX,322.5,324.15,319.5,322.7,322.7,818,2632.79,2205000,541000,21-JUN-2012,
FUTSTK,CAIRN,30-Aug-2012,0,XX,318.15,320.75,316.8,319.9,319.9,5,15.92,45000,5000,21-JUN-2012,
FUTSTK,CANBK,28-Jun-2012,0,XX,405.4,416.6,403.5,415.15,415.15,1518,3112.12,1178500,27000,21-JUN-2012,
FUTSTK,CANBK,26-Jul-2012,0,XX,406.65,417.75,402.2,416.4,416.4,215,443.17,149500,39500,21-JUN-2012,
FUTSTK,CANBK,30-Aug-2012,0,XX,0,0,0,412.05,421,0,0,0,0,21-JUN-2012,
FUTSTK,CENTRALBK,28-Jun-2012,0,XX,76.6,79.1,76.55,78.8,78.8,344,536.38,1908000,26000,21-JUN-2012,
FUTSTK,CENTRALBK,26-Jul-2012,0,XX,77.7,79.8,77.7,79.45,79.45,61,95.76,196000,24000,21-JUN-2012,
FUTSTK,CENTRALBK,30-Aug-2012,0,XX,0,0,0,78.6,79.9,0,0,0,0,21-JUN-2012,
FUTSTK,CENTURYTEX,28-Jun-2012,0,XX,286.95,298.5,286.25,297.6,297.6,3701,10868.96,4176000,-178000,21-JUN-2012,
FUTSTK,CENTURYTEX,26-Jul-2012,0,XX,286,295.5,286,294.6,294.6,429,1248.96,712000,121000,21-JUN-2012,
FUTSTK,CENTURYTEX,30-Aug-2012,0,XX,0,0,0,278.2,302.65,0,0,0,0,21-JUN-2012,
FUTSTK,CESC,28-Jun-2012,0,XX,279.5,286,278.4,284.5,284.5,165,465.31,520000,-28000,21-JUN-2012,
FUTSTK,CESC,26-Jul-2012,0,XX,277,283.85,276.65,282.05,282.05,140,391.01,335000,58000,21-JUN-2012,
FUTSTK,CESC,30-Aug-2012,0,XX,0,0,0,275.3,289,0,0,0,0,21-JUN-2012,
FUTSTK,CHAMBLFERT,28-Jun-2012,0,XX,71.6,72.7,71.55,72.3,72.3,536,773.82,4980000,-56000,21-JUN-2012,
FUTSTK,CHAMBLFERT,26-Jul-2012,0,XX,72.25,73.1,72.25,72.85,72.85,74,215.49,564000,148000,21-JUN-2012,
FUTSTK,CHAMBLFERT,30-Aug-2012,0,XX,72.1,72.1,71.6,71.85,71.85,5,14.37,200000,20000,21-JUN-2012,
FUTSTK,CIPLA,28-Jun-2012,0,XX,310,311.7,309.5,311.25,311.25,370,1149.12,2315000,5000,21-JUN-2012,
FUTSTK,CIPLA,26-Jul-2012,0,XX,313.05,314.15,312,313.75,313.75,217,679.18,492000,174000,21-JUN-2012,
FUTSTK,CIPLA,30-Aug-2012,0,XX,0,0,0,312.4,315.75,0,0,3000,0,21-JUN-2012,
FUTSTK,COALINDIA,28-Jun-2012,0,XX,340.7,344.75,335.2,343.1,343.1,1258,4270.45,3464000,63000,21-JUN-2012,
FUTSTK,COALINDIA,26-Jul-2012,0,XX,340.25,347.75,338,346,346,246,842.85,461000,154000,21-JUN-2012,
FUTSTK,COALINDIA,30-Aug-2012,0,XX,0,0,0,349,348.25,0,0,1000,0,21-JUN-2012,
FUTSTK,COLPAL,28-Jun-2012,0,XX,1113.05,1119.05,1103,1112.75,1112.75,149,413.59,141500,9750,21-JUN-2012,
FUTSTK,COLPAL,26-Jul-2012,0,XX,1122.7,1125,1110.95,1120.75,1120.75,80,223.87,21500,15500,21-JUN-2012,
FUTSTK,COLPAL,30-Aug-2012,0,XX,0,0,0,1233.85,1127.55,0,0,0,0,21-JUN-2012,
FUTSTK,COREEDUTEC,28-Jun-2012,0,XX,310.1,314.7,310,313.5,313.5,52,162.46,9664000,-20000,21-JUN-2012,
FUTSTK,COREEDUTEC,26-Jul-2012,0,XX,0,0,0,318,314.55,2,6.3,3000,2000,21-JUN-2012,
FUTSTK,COREEDUTEC,30-Aug-2012,0,XX,0,0,0,296.2,317.4,0,0,0,0,21-JUN-2012,
FUTSTK,CROMPGREAV,28-Jun-2012,0,XX,120.05,123.1,119.75,121.75,121.75,1228,2988.23,4038000,118000,21-JUN-2012,
FUTSTK,CROMPGREAV,26-Jul-2012,0,XX,120.9,124,120.9,122.7,122.7,140,343.25,312000,102000,21-JUN-2012,
FUTSTK,CROMPGREAV,30-Aug-2012,0,XX,0,0,0,121.2,123.55,0,0,4000,0,21-JUN-2012,
FUTSTK,CUMMINSIND,28-Jun-2012,0,XX,424.4,426.8,412,423.6,423.6,263,555.17,194500,34500,21-JUN-2012,
FUTSTK,CUMMINSIND,26-Jul-2012,0,XX,423.3,423.3,412.6,421.4,421.4,51,107.12,53000,20500,21-JUN-2012,
FUTSTK,CUMMINSIND,30-Aug-2012,0,XX,0,0,0,438.95,429.35,0,0,0,0,21-JUN-2012,
FUTSTK,DABUR,28-Jun-2012,0,XX,109.85,114,109.85,112.2,112.2,391,879.1,1260000,-76000,21-JUN-2012,
FUTSTK,DABUR,26-Jul-2012,0,XX,112.85,114.15,112.8,112.95,112.95,37,83.78,72000,32000,21-JUN-2012,
FUTSTK,DABUR,30-Aug-2012,0,XX,0,0,0,110,114.95,0,0,4000,0,21-JUN-2012,
FUTSTK,DCB,28-Jun-2012,0,XX,40.3,41.6,40.25,41.45,41.45,501,1642.22,7968000,-96000,21-JUN-2012,
FUTSTK,DCB,26-Jul-2012,0,XX,40.8,41.95,40.8,41.85,41.85,90,297.35,1312000,400000,21-JUN-2012,
FUTSTK,DCB,30-Aug-2012,0,XX,0,0,0,39.35,42.05,0,0,0,0,21-JUN-2012,
FUTSTK,DELTACORP,28-Jun-2012,0,XX,62,65.2,61.75,64.65,64.65,1744,2223.02,5862000,220000,21-JUN-2012,
FUTSTK,DELTACORP,26-Jul-2012,0,XX,62.6,65.6,62.5,65.15,65.15,88,226.74,436000,156000,21-JUN-2012,
FUTSTK,DELTACORP,30-Aug-2012,0,XX,0,0,0,64.05,65.55,0,0,4000,0,21-JUN-2012,
FUTSTK,DENABANK,28-Jun-2012,0,XX,93.5,97.7,93.5,97.45,97.45,2031,7797.18,7472000,156000,21-JUN-2012,
FUTSTK,DENABANK,26-Jul-2012,0,XX,94.5,98.35,94.35,98.15,98.15,176,680.79,1644000,216000,21-JUN-2012,
FUTSTK,DENABANK,30-Aug-2012,0,XX,0,0,0,94.55,98.85,0,0,28000,0,21-JUN-2012,
FUTSTK,DISHTV,28-Jun-2012,0,XX,53.25,60.5,53.25,60.3,60.3,1506,3567.14,10508000,-252000,21-JUN-2012,
FUTSTK,DISHTV,26-Jul-2012,0,XX,58.05,61,57.9,60.75,60.75,167,397.58,468000,128000,21-JUN-2012,
FUTSTK,DISHTV,30-Aug-2012,0,XX,0,0,0,58,61.2,0,0,4000,0,21-JUN-2012,
FUTSTK,DIVISLAB,28-Jun-2012,0,XX,960,969,945.85,952.3,952.3,846,4043.42,477000,21500,21-JUN-2012,
FUTSTK,DIVISLAB,26-Jul-2012,0,XX,962,966.4,947,951.2,951.2,73,348.35,47000,11500,21-JUN-2012,
FUTSTK,DIVISLAB,30-Aug-2012,0,XX,0,0,0,969.5,965.85,0,0,4000,0,21-JUN-2012,
