INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,BHARATFORG,30-Aug-2012,320,CE,0,0,0,19,4.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,340,CE,0,0,0,6,1.15,0,0,1000,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,360,CE,0,0,0,6.35,0.25,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,380,CE,0,0,0,3.35,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,400,CE,0,0,0,1.7,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,420,CE,0,0,0,0.8,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,440,CE,0,0,0,0.4,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,160,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,180,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,200,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,220,PE,0,0,0,0.1,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,240,PE,0,0,0,0.45,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,260,PE,0,0,0,1.65,0.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,280,PE,0,0,0,4.6,2.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,300,PE,0,0,0,10.1,9.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,320,PE,0,0,0,18.75,21.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,340,PE,0,0,0,30.6,38.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,360,PE,0,0,0,45.15,57.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,380,PE,0,0,0,61.7,77.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,400,PE,0,0,0,79.55,96.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,420,PE,0,0,0,98.2,116.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,30-Aug-2012,440,PE,0,0,0,117.3,136.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,160,CE,0,0,0,134.4,142.6,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,180,CE,0,0,0,114.85,122.9,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,200,CE,0,0,0,95.35,103.2,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,220,CE,0,0,0,75.95,83.5,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,240,CE,0,0,0,57.2,64.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,260,CE,0,0,0,40,45.5,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,280,CE,0,0,0,25.65,29.25,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,300,CE,0,0,0,15,16.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,320,CE,0,0,0,7.95,8.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,340,CE,0,0,0,3.9,3.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,360,CE,0,0,0,1.75,1.5,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,380,CE,0,0,0,0.75,0.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,400,CE,0,0,0,0.3,0.2,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,420,CE,0,0,0,0.1,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,440,CE,0,0,0,0.05,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,160,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,180,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,200,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,220,PE,0,0,0,0.2,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,240,PE,0,0,0,0.95,0.3,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,260,PE,0,0,0,3.3,1.45,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,280,PE,0,0,0,8.5,4.9,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,300,PE,0,0,0,17.35,12.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,320,PE,0,0,0,29.9,23.5,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,340,PE,0,0,0,45.35,38.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,360,PE,0,0,0,62.7,56,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,380,PE,0,0,0,81.25,74.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,400,PE,0,0,0,100.35,94.1,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,420,PE,0,0,0,119.7,113.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,27-Sep-2012,440,PE,0,0,0,139.15,133.35,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,160,CE,0,0,0,131.1,143.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,180,CE,0,0,0,111.55,124.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,200,CE,0,0,0,92.05,104.6,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,220,CE,0,0,0,72.85,85.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,240,CE,0,0,0,54.5,66.2,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,260,CE,0,0,0,38.1,48.45,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,280,CE,0,0,0,24.65,33.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,300,CE,0,0,0,14.75,20.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,320,CE,0,0,0,8.15,12.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,340,CE,0,0,0,4.2,6.6,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,360,CE,0,0,0,2,3.3,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,380,CE,0,0,0,0.9,1.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,400,CE,0,0,0,0.4,0.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,420,CE,0,0,0,0.2,0.3,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,440,CE,0,0,0,0.1,0.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,160,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,180,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,200,PE,0,0,0,0.1,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,220,PE,0,0,0,0.4,0.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,240,PE,0,0,0,1.6,0.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,260,PE,0,0,0,4.75,2.6,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,280,PE,0,0,0,10.85,6.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,300,PE,0,0,0,20.45,14.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,320,PE,0,0,0,33.4,25,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,340,PE,0,0,0,49,39,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,360,PE,0,0,0,66.4,55.3,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,380,PE,0,0,0,84.85,73.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,400,PE,0,0,0,103.85,91.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,420,PE,0,0,0,123.2,111,0,0,0,0,31-JUL-2012,
OPTSTK,BHARATFORG,25-Oct-2012,440,PE,0,0,0,142.65,130.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,180,CE,0,0,0,126.9,121.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,200,CE,0,0,0,107.5,101.5,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,220,CE,0,0,0,88.35,81.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,240,CE,0,0,0,69.95,61.95,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,260,CE,0,0,0,53.05,42.95,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,280,CE,27.95,27.95,24.7,25.7,25.7,4,12.24,4000,2000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,300,CE,17,17,10.5,11.25,11.25,505,1573.87,356000,175000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,320,CE,6.2,6.3,3.95,4.3,4.3,1022,3316.22,833000,376000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,340,CE,1.95,1.95,1.2,1.45,1.45,406,1386.44,380000,55000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,360,CE,0.5,0.55,0.3,0.45,0.45,20,72.08,102000,11000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,380,CE,0,0,0,3.8,0.2,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,400,CE,0,0,0,2.1,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,420,CE,0,0,0,1.15,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,440,CE,0,0,0,0.6,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,460,CE,0,0,0,0.35,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,480,CE,0,0,0,0.2,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,500,CE,0,0,0,0.1,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,180,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,200,PE,0,0,0,0.9,0,0,0,1000,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,220,PE,0,0,0,0.5,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,240,PE,0,0,0,1.65,0.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,260,PE,1,1,0.65,0.75,0.75,17,44.32,17000,16000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,280,PE,1.45,3.4,1.45,3.2,3.2,377,1066.47,225000,138000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,300,PE,5.95,10.4,5.95,10,10,475,1468.34,358000,171000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,320,PE,18.15,23.4,18.15,22.65,22.65,73,249.35,120000,23000,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,340,PE,0,0,0,30.8,39.7,0,0,18000,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,360,PE,0,0,0,52,58.05,0,0,2000,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,380,PE,0,0,0,72.1,77.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,400,PE,0,0,0,89.95,97.1,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,420,PE,0,0,0,108.5,116.9,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,440,PE,0,0,0,127.45,136.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,460,PE,0,0,0,146.7,156.65,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,480,PE,0,0,0,166.05,176.5,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,30-Aug-2012,500,PE,0,0,0,185.5,196.35,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,180,CE,0,0,0,127.8,122.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,200,CE,0,0,0,108.3,103,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,220,CE,0,0,0,88.8,83.45,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,240,CE,0,0,0,69.65,64.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,260,CE,0,0,0,51.5,46.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,280,CE,0,0,0,35.35,31.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,300,CE,0,0,0,21,19.7,0,0,2000,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,320,CE,0,0,0,27.5,11.35,0,0,3000,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,340,CE,0,0,0,6.9,6.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,360,CE,0,0,0,3.4,3,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,380,CE,0,0,0,1.55,1.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,400,CE,0,0,0,0.65,0.65,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,420,CE,0,0,0,0.3,0.25,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,440,CE,0,0,0,0.1,0.1,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,460,CE,0,0,0,0.05,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,480,CE,0,0,0,0.05,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,500,CE,0,0,0,0.05,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,180,PE,0,0,0,0.05,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,200,PE,0,0,0,0.05,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,220,PE,0,0,0,0.1,0.2,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,240,PE,0,0,0,0.45,0.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,260,PE,0,0,0,1.85,2.9,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,280,PE,0,0,0,5.25,7.45,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,300,PE,0,0,0,11.75,15.25,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,320,PE,0,0,0,24,26.65,0,0,5000,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,340,PE,0,0,0,35,41.05,0,0,2000,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,360,PE,0,0,0,51.45,57.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,380,PE,0,0,0,69.1,75.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,400,PE,0,0,0,87.75,94.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,420,PE,0,0,0,106.9,114.1,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,440,PE,0,0,0,126.3,133.65,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,460,PE,0,0,0,145.75,153.3,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,480,PE,0,0,0,165.25,173,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,27-Sep-2012,500,PE,0,0,0,184.8,192.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,180,CE,0,0,0,124.6,123.95,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,200,CE,0,0,0,105.15,104.5,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,220,CE,0,0,0,86,85.35,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,240,CE,0,0,0,67.7,67.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,260,CE,0,0,0,50.9,50.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,280,CE,0,0,0,36.45,36,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,300,CE,0,0,0,24.8,24.5,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,320,CE,0,0,0,16.1,15.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,340,CE,0,0,0,9.95,9.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,360,CE,0,0,0,5.9,5.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,380,CE,0,0,0,3.35,3.35,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,400,CE,0,0,0,1.85,1.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,420,CE,0,0,0,1,1,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,440,CE,0,0,0,0.55,0.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,460,CE,0,0,0,0.3,0.3,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,480,CE,0,0,0,0.15,0.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,500,CE,0,0,0,0.1,0.1,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,180,PE,0,0,0,0.05,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,200,PE,0,0,0,0.15,0.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,220,PE,0,0,0,0.55,0.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,240,PE,0,0,0,1.75,1.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,260,PE,0,0,0,4.5,4.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,280,PE,0,0,0,9.6,9.95,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,300,PE,0,0,0,17.5,18,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,320,PE,0,0,0,28.3,28.95,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,340,PE,0,0,0,41.7,42.45,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,360,PE,0,0,0,57.25,58.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,380,PE,0,0,0,74.25,75.1,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,400,PE,0,0,0,92.3,93.2,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,420,PE,0,0,0,110.95,111.9,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,440,PE,0,0,0,130.05,131,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,460,PE,0,0,0,149.35,150.3,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,480,PE,0,0,0,168.75,169.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHARTIARTL,25-Oct-2012,500,PE,0,0,0,188.25,189.25,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,150,CE,0,0,0,66.65,66.75,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,160,CE,0,0,0,57.8,56.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,170,CE,0,0,0,49.4,47,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,180,CE,0,0,0,41.65,37.4,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,190,CE,0,0,0,34.65,28.35,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,200,CE,17.85,17.85,15.9,17.25,17.25,3,6.51,41000,1000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,210,CE,11.1,11.5,8.7,11.25,11.25,364,801.74,203000,18000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,220,CE,6.15,6.2,4.35,5.95,5.95,611,1377.01,646000,9000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,230,CE,2.6,3,2,2.75,2.75,296,688.19,576000,3000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,240,CE,1.15,1.3,0.85,1.2,1.2,115,277.21,494000,11000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,250,CE,0.45,0.6,0.4,0.5,0.5,22,55.1,262000,11000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,260,CE,0.35,0.35,0.3,0.35,0.35,12,31.23,2569000,-6000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,270,CE,0,0,0,0.3,0.3,0,0,24000,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,280,CE,0,0,0,1.2,0.15,0,0,3000,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,290,CE,0,0,0,2.9,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,300,CE,0,0,0,2.15,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,310,CE,0,0,0,1.6,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,150,PE,0,0,0,0.95,0,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,160,PE,0,0,0,1.85,0.05,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,170,PE,0,0,0,3.2,0.15,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,180,PE,0,0,0,1,0.45,0,0,9000,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,190,PE,0.85,1.45,0.85,1.1,1.1,46,87.93,145000,22000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,200,PE,2,3.3,2,2.35,2.35,189,382.97,470000,-19000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,210,PE,5.1,6.6,4.75,4.95,4.95,450,969.34,432000,127000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,220,PE,9.55,12,9.15,9.5,9.5,87,200.28,191000,-15000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,230,PE,16.4,20.35,16.4,20.35,20.35,3,7.46,104000,-1000,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,240,PE,25,25.3,24.5,24.5,24.5,3,7.94,7000,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,250,PE,0,0,0,35,33.85,0,0,9000,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,260,PE,0,0,0,42,43.1,0,0,12000,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,270,PE,0,0,0,56.55,52.7,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,280,PE,0,0,0,65.05,62.45,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,290,PE,0,0,0,74,72.3,0,0,3000,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,300,PE,0,0,0,82.85,82.2,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,30-Aug-2012,310,PE,0,0,0,92.05,92.1,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,27-Sep-2012,150,CE,0,0,0,74.7,67.95,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,27-Sep-2012,160,CE,0,0,0,65.15,58.25,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,27-Sep-2012,170,CE,0,0,0,55.85,48.8,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,27-Sep-2012,180,CE,0,0,0,47,39.85,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,27-Sep-2012,190,CE,0,0,0,38.7,31.55,0,0,0,0,31-JUL-2012,
OPTSTK,BHEL,27-Sep-2012,200,CE,19.1,19.1,19.1,19.1,19.1,2,4.38,2000,2000,31-JUL-2012,
OPTSTK,BHEL,27-Sep-2012,210,CE,0,0,0,24.6,17.95,0,0,0,0,31-JUL-2012,
